wagon_weight_in_ton,cargo_weight,Distance,dist_opt,Path_is_optimal
1283,538,764,4,1
1164,465,2048,4,0
1303,1234,222,3,0
1175,632,1797,4,0
1023,1007,511,2,0
1204,1593,1551,5,0
1315,857,947,2,0
1304,1139,1768,2,1
640,1486,885,4,0
703,724,2913,4,1
1133,400,474,3,1
1120,1336,538,2,0
721,1113,1866,4,1
735,1096,2468,3,1
695,792,133,3,1
903,528,1912,4,0
896,1404,2589,3,1
1343,880,2427,5,1
597,1384,1968,3,1
820,405,2694,3,1
845,1052,2177,4,1
1269,466,1734,3,1
642,1120,621,5,1
786,1595,2764,3,1
764,1306,1811,2,1
1048,567,1534,3,0
502,509,575,3,1
1360,1348,1491,2,1
852,1141,1837,3,0
614,486,542,3,1
845,1251,2203,4,0
751,518,420,2,0
672,1455,1260,4,1
760,536,604,5,0
997,425,2371,3,1
1410,755,2296,2,1
1277,494,1472,4,1
669,532,2416,2,0
877,886,2071,2,0
1422,675,2692,4,1
1089,743,1841,2,0
753,1018,109,2,0
1250,1407,1057,2,1
526,1056,459,4,0
1086,1343,384,4,1
1094,1507,1971,5,0
587,533,1790,4,0
931,910,1343,4,0
1183,1119,230,4,0
1406,727,1601,2,0
1231,868,715,3,1
1217,1476,2078,4,1
1056,1073,504,5,0
776,642,403,4,1
1130,1152,808,2,1
1439,984,239,4,0
1034,873,2023,3,0
1214,1275,135,5,0
1216,1145,2657,3,1
1200,678,1836,2,0
979,911,130,5,1
953,1466,1292,5,1
916,1405,1518,2,1
1460,1273,2744,5,0
1496,672,1731,4,0
1011,701,320,4,1
692,698,1793,3,1
1300,1313,1268,2,1
692,1359,2035,4,1
589,1478,2878,3,0
1004,1487,1234,2,0
1156,904,428,2,0
983,1056,2359,2,0
623,1461,1460,2,1
668,1252,1977,3,1
1220,823,2711,3,1
646,788,1109,3,1
827,999,678,4,0
847,1049,866,3,1
736,1189,1343,3,0
948,717,1738,2,0
1287,489,111,5,1
920,437,2173,5,1
874,1487,1824,4,1
779,1520,1588,3,1
1454,1162,2419,4,0
976,1148,2178,2,1
658,922,2547,4,1
602,1301,571,2,0
957,1125,283,5,0
1108,433,1959,2,0
1442,574,1717,2,1
720,676,639,2,1
946,1425,1609,5,1
655,407,2660,3,1
655,853,1923,2,0
1284,783,2976,2,1
1016,865,2200,5,0
1444,1269,399,5,0
617,685,1043,3,0
1328,943,2877,4,0
1401,1226,1033,3,1
1227,1355,271,5,0
598,1161,1158,4,0
1267,858,604,4,0
865,1247,2845,4,0
1455,1033,2510,3,0
1368,1334,515,4,1
681,1463,2969,4,1
1410,1571,592,4,0
986,1229,2731,2,1
551,1495,477,2,0
1217,695,2906,4,1
1491,814,2883,2,0
584,811,1919,5,0
966,571,2277,5,0
1345,1457,533,5,1
512,1333,1882,4,0
1412,1223,1204,2,1
1090,1050,145,3,0
750,403,1939,2,0
805,784,345,5,0
1403,603,1047,5,0
1374,1141,1466,4,1
1194,1372,2636,4,1
1175,1212,2937,2,0
1218,443,1360,5,1
1287,649,2290,3,1
1146,992,1169,4,0
1189,1379,2197,4,0
512,896,2252,2,1
912,1073,2086,2,1
511,1148,2695,2,1
913,1388,572,4,1
1137,1598,2492,4,1
1090,1198,1913,4,0
1453,675,1506,4,0
567,1346,2733,2,1
1008,1272,1963,2,1
1080,1556,2437,2,1
1022,1460,2409,2,0
979,975,1062,2,1
559,458,2786,2,0
1114,910,2380,2,0
834,503,2407,3,1
1328,454,1944,3,0
858,432,2587,2,0
845,1070,481,2,1
973,491,2954,4,0
1145,414,1846,2,1
714,1144,1783,5,0
1036,647,2299,5,0
1289,1188,1677,4,0
1099,1415,1712,2,1
732,823,1314,4,1
1383,1270,1851,4,1
826,1326,1073,4,1
1216,831,2952,2,1
1103,1409,1266,2,1
1042,1507,1202,2,0
501,827,1517,3,0
870,1370,2251,5,0
692,1117,1822,3,0
962,468,2434,4,0
1279,1130,2389,3,0
506,890,1064,3,0
939,1078,204,3,1
1079,1391,1124,4,0
581,1093,917,2,0
994,974,1260,3,1
1087,575,2993,5,1
581,754,402,3,1
836,613,1640,3,0
749,634,404,5,1
1228,507,2067,3,0
813,673,231,4,0
1091,853,1028,3,0
1133,568,2398,4,1
673,1226,2295,3,1
948,770,1498,2,1
1418,919,1316,5,0
1436,1210,1094,2,0
1336,819,2698,5,0
1211,1556,1740,3,0
549,880,2209,3,1
1124,1082,1330,5,0
1313,887,1853,5,0
1129,1417,383,5,1
868,797,585,5,0
977,931,193,2,0
555,1428,1630,4,0
586,1370,891,5,1
1233,1360,1769,4,1
1026,856,349,2,0
1494,657,1252,2,0
1077,1517,128,4,0
590,1444,537,2,1
634,910,352,2,1
975,1096,1283,3,1
1256,793,475,4,0
994,656,2026,2,1
898,1148,607,3,0
866,951,1251,4,1
1366,986,468,3,1
547,676,395,2,0
903,681,823,5,1
1232,1246,154,2,0
582,1154,1124,3,1
529,1156,986,2,1
1365,1408,1417,2,0
1360,829,2446,3,1
717,890,932,4,1
1378,1223,2133,4,1
589,1178,2425,3,1
890,1153,1095,4,1
1019,1288,1929,2,1
1248,846,2519,2,1
554,466,2350,2,0
1153,1474,657,5,0
590,1477,738,4,0
635,974,2320,3,1
1204,1319,2678,2,0
1459,1313,2073,5,1
940,494,2675,4,0
759,1447,553,3,0
1075,627,1132,5,0
726,761,434,5,1
1197,1082,738,4,0
675,880,340,3,0
523,1149,672,5,1
703,1093,1139,4,0
1464,496,264,3,1
1091,478,1718,4,1
883,1069,948,2,0
1325,1593,801,5,1
1377,1534,2131,4,0
1215,1275,2069,5,0
1137,611,2417,3,0
530,1508,2200,5,0
1091,1428,2203,5,0
1184,569,1695,2,1
611,1157,785,2,1
1334,649,213,4,1
1129,1136,922,3,1
1343,670,436,4,1
1476,936,1247,2,0
1381,478,2040,2,1
558,552,2733,5,0
1063,1420,629,5,1
1265,1041,414,5,0
1150,1396,2690,4,0
1087,1211,1882,5,1
1084,962,1611,4,1
551,1018,1038,4,1
880,883,2235,2,1
544,1577,1535,2,1
1246,1511,1732,4,1
1413,697,2074,5,1
1240,492,2182,3,0
1404,1274,406,3,1
710,1347,2937,4,1
870,992,1011,5,0
681,1206,2647,5,0
926,761,586,2,0
673,1540,332,2,0
1215,617,2003,4,1
644,1351,352,2,0
1080,905,2800,2,1
501,1477,1651,5,1
605,1162,2301,2,1
976,1502,955,2,0
1343,724,260,5,1
952,563,1691,3,0
1451,924,1910,3,0
925,828,480,3,0
1298,535,1651,4,0
764,775,123,3,1
1121,705,539,4,0
826,424,764,4,0
621,1039,418,5,0
1489,757,2268,4,0
580,626,2964,2,0
565,412,1450,3,0
538,459,244,4,1
858,444,1230,2,0
1152,1490,1032,5,1
939,1039,289,2,0
1476,827,978,5,1
1395,925,158,5,0
1051,816,2616,3,1
681,481,394,2,1
550,423,2127,5,0
1208,1376,2628,5,0
790,942,1359,5,0
687,584,2013,3,0
827,801,2340,3,1
1176,1280,2372,2,1
1014,906,507,2,0
865,1382,2091,2,0
1174,558,1176,3,1
1145,1053,122,5,0
1178,1029,2617,4,1
1197,472,2859,5,1
1459,1110,1469,5,0
1063,866,1589,4,1
595,410,1234,5,1
532,768,2949,2,1
1461,673,2213,5,0
977,1178,449,3,0
1094,1337,384,5,0
568,1145,1938,3,0
1205,608,259,5,1
1223,1300,321,4,1
1013,1587,1089,3,1
1236,1163,1680,4,0
1196,1472,2886,4,0
1166,1206,448,5,0
876,1022,581,5,1
1395,1071,2872,5,1
766,1424,1287,4,1
1348,948,1626,3,0
1330,1537,138,5,1
510,1353,501,5,0
1103,1106,995,4,1
1344,584,2040,2,1
1090,438,1009,2,0
549,1183,2025,2,0
1189,520,2801,5,0
1111,1136,2773,3,0
611,642,1907,3,1
620,1087,1202,5,1
1375,423,1354,3,1
1378,800,2005,4,0
1217,795,2333,4,1
1136,1388,2085,3,1
1375,1026,1168,5,1
1479,468,2334,2,1
569,551,1689,2,1
561,569,1482,5,1
907,945,1888,4,0
631,1471,2153,2,1
1418,533,665,4,1
1222,614,839,5,1
767,739,1422,2,0
627,1539,2262,2,0
612,1132,2288,3,0
905,1525,2797,2,1
1098,1136,2234,4,1
1357,1482,723,5,0
1388,432,2383,5,1
756,1120,2728,3,0
674,1406,2177,2,0
553,632,2690,4,1
583,783,284,2,1
1125,1469,1413,4,1
1011,1135,1345,4,1
1353,1219,741,2,1
1229,1154,1526,4,0
935,1179,2618,3,1
1042,841,2573,2,0
1047,961,1139,2,1
1386,1139,2444,5,0
1477,1373,2866,4,1
1079,945,155,5,1
1184,1207,1970,2,0
1466,1499,1892,2,0
934,1458,1825,5,1
759,1272,2561,3,1
1278,1596,465,3,1
702,1427,1113,4,0
1210,1037,1459,3,0
793,576,2807,3,1
760,887,1344,5,1
1068,864,2933,3,0
668,989,1765,3,1
652,880,1386,3,0
670,1299,2236,4,1
1448,542,1075,4,1
658,1498,1276,3,0
1301,1531,991,5,0
1412,1226,2561,4,0
942,1457,1972,2,0
1079,528,1837,2,0
1115,1589,1036,2,1
906,604,1100,4,0
567,534,1510,4,0
1175,1580,2170,4,0
1426,701,2175,3,1
1259,1350,499,5,1
561,435,1346,4,0
1147,864,595,4,1
1222,470,1948,2,0
1031,560,1948,2,0
1141,881,2027,3,0
642,1391,1320,2,0
1060,995,988,4,0
841,1164,2281,4,0
1164,794,2489,5,0
843,496,1375,2,0
1237,637,1588,3,0
1421,1070,2501,3,1
1498,693,1430,4,0
1064,480,2109,2,0
1229,728,154,3,0
1209,1239,1521,3,0
632,533,227,4,0
1408,1000,2384,4,0
730,1368,146,5,1
623,930,1074,2,1
917,748,597,2,0
767,1479,2223,3,0
752,1476,2958,5,0
1463,1057,1165,2,0
1085,1050,157,5,1
1180,504,942,5,1
836,937,1572,3,0
602,458,1843,2,0
1122,725,150,5,0
1261,866,1529,3,0
1454,1449,1249,5,1
1273,1505,2256,3,0
1404,1592,621,5,1
967,555,2004,3,1
1109,423,2489,2,0
1467,456,2311,4,0
941,1080,189,4,0
1347,881,676,5,0
1321,1358,1395,2,0
1143,1573,2305,3,0
1019,913,2005,3,1
982,1492,2730,5,1
1204,1331,2560,3,1
563,1205,275,5,1
1397,553,1694,2,1
721,881,504,4,0
1205,798,620,4,1
871,1288,511,4,1
1077,1498,2476,3,0
609,1071,821,3,1
612,505,1841,4,1
1296,760,2980,2,0
1404,1091,2885,4,0
1427,463,2097,5,1
1174,825,602,2,1
1418,1268,2302,4,0
1033,939,1038,5,0
661,1468,658,4,0
827,1218,2145,2,1
956,662,577,3,1
763,1486,2655,4,0
1223,727,443,2,1
683,1405,741,4,0
634,1487,2871,5,0
934,677,1232,2,0
522,521,1667,3,1
955,726,2681,4,1
1256,433,1111,5,0
1212,580,2065,5,1
532,1066,591,2,1
1330,807,2164,4,1
1279,749,2673,2,1
1144,1373,716,3,1
1386,1106,513,5,0
571,555,2906,2,0
1172,1368,1197,2,0
1220,413,2248,4,1
534,1346,1859,4,0
1429,709,2173,4,1
1275,981,2123,2,0
875,1149,562,3,1
1027,1491,1804,3,1
1282,1194,2837,3,1
855,1408,2992,3,0
1254,1281,1252,2,1
772,552,689,4,1
709,1097,2220,5,0
1090,998,1890,5,0
1425,1269,2887,2,1
679,531,653,5,1
1086,681,1115,5,0
557,591,1595,5,1
1352,584,116,2,1
1316,768,238,3,1
1182,1032,1733,4,1
825,1060,385,5,1
1131,1054,455,3,1
946,472,1870,4,1
795,861,574,4,1
1355,1084,233,4,0
898,1451,615,5,1
1135,1386,261,5,1
810,1124,648,4,0
1483,954,178,3,1
918,963,755,5,1
1465,1312,2637,4,0
717,1099,1210,5,0
838,1228,139,2,0
783,1096,810,4,0
1268,516,2215,3,1
838,1287,800,2,1
636,1489,1660,4,1
948,764,252,4,0
523,748,854,4,0
1454,1343,2585,2,1
1273,797,798,3,0
1195,493,2981,2,1
1041,1274,2460,4,0
820,967,2088,2,1
1288,1574,1012,4,0
1473,603,1515,3,1
1377,1410,2157,5,1
1163,1454,1190,2,0
948,1550,1347,4,1
1224,1513,705,3,0
1372,1465,1949,2,0
896,1600,2729,2,0
1380,1262,439,4,1
587,741,1452,3,0
992,1465,1485,5,0
1139,1191,2288,5,1
527,850,2350,3,1
1191,1341,2023,3,1
849,809,1178,4,1
623,1245,1517,4,0
1497,1417,531,2,1
602,1298,2638,3,0
935,810,860,5,0
767,784,1181,4,1
1143,1114,2448,2,1
1383,514,1743,3,0
1201,1480,292,5,0
546,1279,1162,4,0
763,416,1558,4,1
530,1493,2192,5,0
1234,1131,748,3,1
1120,515,2942,4,1
1278,712,1519,4,0
1134,1483,1129,3,1
591,930,2022,3,1
1303,625,1016,2,1
1092,1501,1238,2,1
596,773,1633,4,0
734,492,1641,3,1
1319,1343,621,5,0
881,780,567,2,0
856,601,2538,5,1
577,721,1960,5,0
609,1406,136,4,0
653,1165,2437,4,1
869,1019,1154,4,1
907,654,1206,5,1
1059,1540,2207,5,0
1045,805,472,4,1
881,937,1395,4,1
958,938,372,4,1
1060,1346,2284,3,0
708,1167,2244,5,0
920,761,2003,2,1
886,1021,1263,2,1
1447,728,2259,2,1
1088,1344,2149,2,0
879,778,1755,2,0
1399,1339,2442,5,0
566,664,1539,3,0
1154,1098,820,2,1
1182,1349,2022,4,0
634,1125,2497,2,1
565,1360,502,2,1
1194,1032,2112,4,0
1269,491,2225,4,0
757,1281,907,4,0
734,551,1024,5,1
1381,433,1315,4,1
1117,881,2334,3,0
730,687,1306,4,0
1192,1557,2156,3,1
719,1358,2881,2,1
801,1436,1107,4,0
1184,1583,1704,5,1
620,526,1346,3,0
561,1277,687,3,0
1064,1011,1993,2,1
716,511,2993,4,1
1373,1594,1225,2,1
880,1140,361,4,1
652,728,2471,5,0
507,1300,321,5,0
1174,898,2063,2,1
1118,1208,634,5,0
1460,1324,1478,2,1
640,748,409,4,1
870,1592,2959,4,0
658,1286,1706,3,0
644,1302,2081,3,1
619,827,789,2,0
553,1089,2883,3,0
688,1447,982,5,0
613,1325,1267,3,0
1275,1282,693,5,1
1431,601,2957,2,0
536,1172,2511,3,0
1492,1201,1572,4,0
1029,1374,289,4,1
884,1556,426,4,1
1432,534,1811,3,1
1141,1278,202,5,1
721,1262,1641,4,0
672,1322,1073,5,0
726,1107,2590,2,0
1307,1213,1139,3,0
701,1575,2007,4,0
833,1026,1365,2,1
1174,828,992,4,0
724,937,2899,5,1
1271,1083,1509,2,0
650,892,976,3,0
1400,1110,333,4,0
1105,868,100,5,0
764,895,2180,4,1
1195,519,788,5,1
967,1007,2139,5,0
806,1444,2230,2,0
1407,931,1211,3,0
521,1520,1734,3,0
629,1047,795,5,0
1003,1321,1000,2,1
757,858,601,5,0
980,1546,2960,2,1
1212,1471,2702,5,0
866,665,1444,5,0
1283,1082,1301,3,1
1058,544,1525,5,0
1051,421,778,4,1
1052,665,496,4,1
739,1221,774,4,1
1031,1545,1851,2,0
1399,586,2758,4,1
768,1013,2697,3,1
1149,1148,2007,2,1
953,1549,2651,5,1
870,614,2393,3,1
826,403,1881,5,0
1383,1054,278,5,0
1497,906,656,2,0
1125,1046,957,4,0
1076,751,287,4,0
1249,484,1932,5,0
766,1251,197,2,1
1288,1118,1794,3,0
1479,419,212,5,0
1495,1169,933,5,0
703,1240,2356,2,1
1382,924,295,3,0
1045,1000,2554,4,1
1228,520,1469,2,0
664,582,2508,2,1
686,1582,190,4,1
1197,1495,2279,3,0
1078,607,785,5,1
1189,509,769,2,1
1334,479,1112,4,0
1466,1593,2577,4,1
1414,1447,664,4,1
546,924,1485,2,1
1271,1322,1948,4,0
1022,850,1502,2,0
1057,442,2881,4,1
1103,1115,2567,5,0
770,1460,2028,3,1
1013,676,711,4,0
677,1561,224,5,1
576,780,246,4,1
959,990,2090,2,1
871,881,644,2,0
780,1446,2899,2,1
533,1411,1805,4,0
856,527,977,5,0
1357,992,1814,2,0
1254,1505,2662,3,1
1240,1532,383,4,1
683,910,107,5,1
1361,434,2066,2,1
1437,1148,1036,4,0
1228,554,672,2,1
1335,1005,1294,5,1
1267,852,211,3,0
1470,831,1661,4,0
1159,850,2984,2,1
558,746,2284,3,0
511,831,100,3,1
531,800,1557,5,0
1040,1274,1349,4,1
1397,949,1581,3,1
761,1371,1231,2,1
1256,1274,2378,3,0
1410,529,2387,2,1
918,1528,568,5,1
1392,604,2987,3,1
1183,957,1104,4,1
1176,510,802,4,0
906,1490,179,5,1
888,702,2233,5,1
846,981,1236,3,1
1035,547,848,5,1
683,742,1405,5,0
889,1561,525,3,1
1270,853,2148,5,1
1205,1191,835,5,1
830,954,2114,5,1
1020,676,2850,3,1
515,654,2174,3,0
1495,1450,2422,3,0
972,834,1373,2,0
1423,1509,384,5,0
1083,1010,231,2,0
1212,1437,2506,3,0
1248,849,2523,4,1
676,689,2876,5,1
1043,610,678,3,1
861,596,1640,3,1
717,1510,1125,4,0
647,871,668,5,0
717,1231,309,3,1
542,992,551,5,0
1391,1034,2188,3,0
834,1252,2579,2,0
1156,563,1091,4,1
1185,406,1767,5,1
824,1185,835,3,0
1271,436,1974,2,1
651,1144,288,2,0
1095,1393,1075,2,1
807,708,2462,5,0
563,1212,1478,4,1
1047,927,246,2,1
1052,755,1973,2,0
1224,793,2939,5,0
554,679,1997,2,0
639,968,1276,5,0
1436,804,1824,5,1
1431,1019,1250,5,1
746,911,1751,5,0
1494,949,1832,3,0
613,793,1080,4,1
1132,1299,989,3,0
1011,1288,779,5,0
564,633,2014,2,1
566,932,2509,4,0
580,1139,2107,5,0
1099,790,2177,3,0
1357,1548,1222,3,1
917,1452,1783,3,1
713,1494,948,2,1
1043,719,1237,4,1
617,548,242,2,1
1056,1169,1430,4,0
523,704,1845,4,1
1417,1565,2758,3,0
876,859,1374,5,1
1134,740,1953,5,1
1010,407,1116,4,0
1166,725,1289,3,1
1253,865,822,3,1
638,547,1054,4,0
1445,1212,2566,3,1
733,676,2761,2,0
1125,756,1353,5,0
1292,837,339,4,1
551,1460,1848,3,1
710,1550,1526,4,0
840,1362,518,4,1
1285,1256,1657,3,0
1434,752,147,4,1
1307,680,760,3,1
666,563,2837,2,0
696,431,1463,2,1
761,1368,1959,3,1
969,864,2405,4,0
1469,1478,1929,2,1
1320,1510,612,5,0
1244,937,662,4,1
902,1199,2235,5,1
1158,1114,1546,2,1
1489,408,1646,4,1
675,949,2529,2,0
658,1038,1871,2,0
1022,1097,658,5,0
1139,1404,602,2,1
735,595,2458,5,1
633,891,2456,2,1
844,1104,2591,2,1
1260,1391,929,3,1
1341,1234,2689,3,1
887,1584,2684,5,1
815,1390,789,4,1
835,774,1375,3,1
950,1250,2520,3,1
1343,529,2636,3,0
1066,1106,893,3,0
919,1500,1852,4,1
954,654,2958,5,1
1168,1547,914,5,1
1156,1058,2344,2,0
1090,911,1222,2,0
834,1187,801,5,0
708,1394,2711,5,0
894,901,1755,5,1
1333,1065,938,5,1
598,588,2734,5,1
1357,720,828,3,0
620,1155,355,5,1
682,1589,2308,3,0
1278,1566,433,3,1
1112,1017,722,4,1
1290,1118,1617,4,0
1208,877,401,4,0
1018,585,2826,4,0
589,494,713,4,0
755,494,1925,4,1
1382,1124,286,4,1
1040,460,434,3,0
1427,843,594,2,1
783,1443,517,4,1
1422,498,2005,4,0
1139,672,755,2,0
981,763,680,4,1
634,1443,2114,2,0
1400,1438,209,5,0
582,1586,2910,3,1
701,1276,1313,5,0
997,1245,1063,5,0
1225,1265,1444,3,0
918,647,677,2,0
663,849,2189,4,1
896,1098,604,2,1
666,682,2184,5,1
574,565,2851,3,0
1029,1591,2216,5,0
1230,640,363,3,1
635,1198,2328,3,1
815,1293,2312,2,1
1232,983,1283,4,1
1329,1196,2972,3,0
538,1052,1164,3,0
584,1354,2437,4,0
704,1024,126,3,0
646,705,2176,5,1
771,767,2584,3,1
517,406,1991,5,1
1465,1492,783,4,0
824,1462,144,2,1
1330,643,711,2,1
737,879,2783,3,1
1080,641,108,5,1
1370,981,1078,3,0
763,1266,1503,3,1
1174,915,2024,5,1
1306,997,2844,4,0
871,628,969,2,1
1329,665,2073,4,0
737,1382,153,3,1
1003,1492,1841,3,0
1088,1078,715,5,0
572,1047,815,3,1
1419,963,777,3,1
1405,598,1812,2,1
634,1164,1356,5,0
965,997,2637,2,0
1264,1256,1740,3,0
1084,972,1658,4,0
1376,536,942,5,1
844,921,1363,4,1
720,986,2971,3,1
770,568,2543,3,1
656,828,2352,5,1
1092,752,2410,3,0
1238,1539,2461,2,0
1470,909,2304,5,1
845,1204,1237,2,1
1280,917,784,2,0
1150,401,2825,3,0
553,1418,2704,4,0
1317,847,1421,4,0
844,1134,478,2,0
1162,833,2132,4,1
1352,1523,578,4,0
839,1329,1594,3,0
999,1023,2800,5,0
1366,444,1519,4,0
704,1196,2717,4,1
617,1066,295,2,1
560,1006,877,3,0
1497,425,1982,5,1
557,560,2914,5,0
887,793,2387,2,0
757,975,2255,5,1
1062,947,2914,4,1
1056,1334,2326,5,0
1467,1336,2833,2,0
672,1588,1650,5,1
860,591,2252,4,0
1299,1326,2793,3,0
681,578,762,3,1
1454,565,1187,3,0
849,1188,2417,2,1
576,724,2174,4,0
1239,594,791,5,0
870,511,1737,4,1
1090,837,473,5,0
1220,1530,999,3,1
1465,1105,465,2,0
610,663,1594,5,0
1247,554,602,5,1
791,482,904,4,0
1124,1579,1292,2,0
667,714,1273,4,1
1364,484,136,3,0
771,1549,1611,3,0
641,584,1505,5,0
1215,1360,1442,2,1
639,1407,1459,4,0
616,1158,1766,2,0
758,824,1177,2,1
889,711,2282,2,0
1232,836,2360,3,0
580,1403,1967,2,1
1100,879,481,5,1
1450,887,888,5,0
973,1120,2823,5,1
1339,564,681,5,1
971,426,2331,2,1
796,970,151,4,1
1398,846,2729,5,1
904,502,1032,5,1
1313,1323,1612,4,1
574,1088,2059,5,1
1402,1596,1222,3,0
1440,538,723,4,1
896,462,2833,2,0
1410,530,1871,2,1
685,717,1547,5,0
1028,983,1609,4,1
751,1159,763,2,0
663,898,908,5,0
786,1263,759,5,1
629,593,1129,2,0
1319,1443,1380,4,0
1306,1110,1868,4,0
1086,463,490,4,0
602,1418,2911,3,0
857,987,2395,2,0
1022,1285,592,3,0
1090,1084,738,2,1
1487,408,111,5,0
1037,920,903,4,1
1234,1281,1287,4,0
1006,1114,1282,4,0
1412,618,2740,5,0
633,1533,427,5,1
1143,1399,208,3,0
572,890,1815,2,1
1052,517,839,3,0
889,1503,893,2,0
1244,850,1736,5,1
591,598,167,2,1
1117,1446,1456,3,1
1242,1306,1425,5,1
588,414,838,5,1
1497,803,224,5,0
1287,568,2196,5,0
1051,842,132,3,1
696,1445,1988,3,0
536,476,1388,2,0
1189,1272,1825,2,1
1254,679,2717,5,0
1017,1144,2892,4,0
689,515,477,5,0
876,500,508,2,0
1330,1011,2473,4,0
1012,651,1271,3,0
1012,1585,2170,3,0
1202,1065,1940,3,1
652,870,2071,4,0
1270,1308,1261,3,1
981,758,2836,4,0
965,924,594,5,1
1159,795,1956,3,1
923,1203,2006,5,0
533,1376,879,2,0
986,456,137,2,0
1446,599,529,4,1
1100,1145,1950,4,0
1405,1029,1001,4,1
1283,1581,154,5,0
1266,1212,1361,2,1
1288,914,577,5,1
1108,777,411,3,1
1205,496,1507,2,1
568,423,667,3,0
569,815,2753,3,0
1292,776,2443,2,0
685,528,653,5,1
764,1087,2146,3,1
619,1361,2008,2,0
772,1294,1882,4,1
1107,548,2494,4,1
812,808,1627,3,0
826,633,2797,3,1
578,1061,1364,2,1
1434,1083,1593,3,1
1165,439,1044,3,1
1087,1529,384,5,1
787,1082,2595,2,1
694,1571,218,5,1
1007,477,908,3,0
1450,940,736,5,0
1237,971,522,3,0
981,1171,2611,3,1
793,602,2641,2,0
1354,597,1475,4,0
518,568,178,3,1
820,634,2116,2,1
514,1596,1197,4,0
589,602,1041,4,1
1404,739,2761,5,0
914,462,1695,3,1
688,520,2102,4,0
1317,1257,211,5,0
627,972,2665,3,0
1071,1417,2361,3,1
531,1027,2504,5,0
1326,1399,1592,3,1
1284,1556,354,3,0
830,1071,1225,3,1
714,705,1581,3,1
1427,440,708,4,1
930,833,597,3,1
540,485,2199,3,1
612,1277,533,2,0
671,1356,1140,5,0
1031,1419,898,2,0
508,1530,2503,5,1
1018,959,2445,2,0
913,693,2451,2,0
924,921,2545,5,0
1240,1525,1324,3,0
1087,1033,343,5,0
613,1368,153,4,1
865,1525,2055,2,0
1487,712,2471,3,0
1442,432,264,3,0
1011,725,2999,2,1
1308,1040,416,3,1
1218,704,2294,5,1
789,898,2255,4,1
1330,928,272,5,1
690,798,1644,3,0
1279,423,603,3,0
1407,682,1635,3,1
987,1520,1648,2,1
953,1522,1262,5,0
1215,1458,2387,4,0
1013,1087,2931,5,1
745,1188,998,5,1
917,1423,2047,2,1
942,967,832,3,1
924,774,1502,2,0
855,727,1004,3,1
954,1576,1407,4,0
1406,1227,289,2,1
1039,1387,2620,3,1
656,400,786,5,0
632,554,357,4,0
1134,1374,526,2,0
1089,1414,126,5,1
741,1464,1100,4,0
1474,1190,1337,4,0
1490,1117,1005,5,1
678,867,1115,3,1
551,807,1455,3,1
693,1239,2669,5,0
1499,529,2715,4,0
662,724,1487,2,0
1208,1091,1566,5,0
1424,544,1288,2,1
1328,1211,652,3,1
524,1541,323,3,0
1071,472,2662,4,0
1037,519,538,2,1
1285,1318,1838,3,1
627,1208,170,4,1
916,1096,564,4,1
1041,1099,1080,2,1
1168,436,2154,5,0
1255,650,381,3,1
708,794,1535,2,0
807,845,1122,4,0
924,547,1352,2,1
940,1040,1179,4,1
929,772,2373,5,1
770,1169,592,4,1
1215,1438,2880,5,0
1096,590,1436,3,1
564,1236,970,3,1
1260,782,590,4,1
1103,648,1439,4,1
762,1067,784,2,0
613,942,1797,3,1
848,777,1668,5,1
1117,1255,1431,3,0
683,559,2531,2,1
1188,1469,2789,3,1
512,475,1905,5,0
1209,626,1075,3,0
1376,634,311,4,0
778,793,1491,2,0
1082,601,2194,3,1
615,1461,671,4,0
922,946,859,3,0
521,1065,1517,2,0
1319,1511,2143,3,0
664,1172,2754,2,1
1086,699,2689,5,0
1359,1301,1116,3,1
775,443,2362,5,1
935,736,1934,2,1
1427,1232,1140,3,0
1205,1562,2837,4,0
767,1211,302,3,1
515,626,1439,2,1
888,955,2069,3,1
799,1105,659,3,0
937,1035,1787,4,1
858,1247,1057,4,1
1223,571,549,4,0
555,479,1879,5,1
965,883,1552,5,0
1342,1200,1036,2,1
812,1494,796,4,1
1269,1351,2007,5,0
1069,1044,754,4,0
1331,1226,928,4,0
1298,1110,1423,3,1
1279,800,1881,3,0
1196,1577,2146,4,1
1256,1002,841,4,0
735,1463,2690,5,1
602,494,102,2,1
1454,697,607,2,0
1146,1428,910,4,0
827,894,359,4,1
1499,423,2035,5,1
670,630,2624,5,1
607,1274,835,5,1
882,1193,2450,4,0
1087,690,2594,2,1
659,538,2721,5,1
641,764,2494,4,0
575,924,843,5,1
597,1020,1929,3,0
1207,522,234,4,0
1370,1042,1153,2,0
879,1101,2335,3,0
1015,847,2178,5,1
922,912,1078,4,0
1103,465,1087,4,0
1325,892,2022,2,0
638,645,451,3,1
915,995,2469,2,0
1486,1315,2547,3,0
915,467,422,4,1
579,536,1089,3,1
1442,727,741,5,1
1328,1556,1923,3,1
696,988,1525,4,1
1272,1055,2578,5,0
793,1433,1143,3,1
1146,905,1376,4,0
1406,705,660,3,1
1002,515,2131,5,0
1131,663,2587,5,1
690,639,1314,3,0
569,803,1994,5,0
520,477,2608,2,0
789,743,1624,4,0
891,550,1464,3,1
851,999,543,5,0
1158,856,2208,3,1
650,665,311,3,1
616,1189,1443,5,1
1264,1224,954,2,0
989,1358,2716,3,0
640,1032,2358,3,1
1309,550,612,2,1
1474,1474,1749,2,0
